Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10000474,1,0,39,2,5,3378,,0,22,5,0,0,,5,b455c6d7,2705da39,a684a111,7a5fc78c,65be028e,7e0ccccf,78f06ef9,5b392875,a73ee510,3b08e48b,57f01cf7,afdf9a65,f0ba98ce,1adce6ef,15c5d1cb,a5bf2db0,e5ba7672,66c3058a,,,887e0ae4,,32c7478e,043ce596,,
10000475,0,0,-1,1,18,12229,780,2,39,316,0,1,,18,68fd1e64,d833535f,77f2f2e5,d16679b9,4cf72387,fe6b92e5,dc7659bd,5b392875,a73ee510,b883655e,e51ddf94,9f32b866,3516f6e6,b28479f6,a66dcf27,31ca40b6,07c540c4,7b49e3d2,,,dfcfc3fa,,3a171ecb,aee52b6f,,
10000476,0,,13,2,18,20867,56,18,7,32,,3,,19,68fd1e64,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,96152eb1,0b153874,a73ee510,6027ef87,0b5280b7,9f32b866,131341f8,b28479f6,a66dcf27,31ca40b6,e5ba7672,7b49e3d2,,,dfcfc3fa,,32c7478e,aee52b6f,,
10000477,1,0,21,,,13847,1461,1,19,186,0,1,,,241546e0,d833535f,77f2f2e5,d16679b9,43b19349,fe6b92e5,fcf2aea6,0b153874,a73ee510,b4474f41,0d5c2942,9f32b866,66f2d604,07d13a8f,943169c2,31ca40b6,e5ba7672,281769c2,,,dfcfc3fa,,32c7478e,aee52b6f,,
10000478,0,20,-1,1,2,2,2,20,2,2,1,1,,2,68fd1e64,854a10a0,39fc1a9d,b2a9214d,25c83c98,13718bbd,a4bbd4f4,5b392875,a73ee510,3b08e48b,8d5ad79c,1c51c136,4809d853,cfef1c29,99e7d13a,ccf4d83d,e5ba7672,e3d9ff6e,21ddcdc9,5840adea,361f74c1,,93bad2c0,6bdf991d,e8b83407,61e54666
10000479,0,,1,1,1,15361,112,8,1,106,,1,,1,05db9164,ae46a29d,08cf1eaf,f922efad,0942e0a7,fbad5c96,32da4b59,0b153874,a73ee510,eff5602f,9ee336c5,97c801de,094e10ad,b28479f6,cccdd69e,e2e2fcd9,e5ba7672,e32bf683,,,b964dee0,ad3062eb,32c7478e,b34f3128,,
10000480,0,0,8,23,11,1475,32,2,18,130,0,2,,12,05db9164,9bf4fe35,c2b008c5,e31f97bb,43b19349,fbad5c96,928efe34,5b392875,a73ee510,fa7d0797,19de763a,e657c595,f948ca5d,1adce6ef,884478a4,0d7e5968,e5ba7672,5de94169,21ddcdc9,b1252a9d,2c613179,ad3062eb,32c7478e,8eb162c5,f0f449dd,b4e0464b
10000481,0,,241,13,12,502,,0,16,88,,0,,12,05db9164,bc84a2bc,16c47b7d,dc56a6c8,25c83c98,fbad5c96,2b195774,5b392875,a73ee510,3b08e48b,a9f02987,aa910cce,0c639b84,07d13a8f,131566f7,a0613853,1e88c74f,d632055f,21ddcdc9,b1252a9d,053a45ab,,32c7478e,becdd73c,001f3601,aa5f0a15
10000482,0,,1065,5,2,,,0,5,5,,0,,5,9a89b36c,38a947a1,a47ffdf1,b503a661,384874ce,fbad5c96,ce8217f8,062b5529,7cc72ec2,3b08e48b,9d12ce9b,bae6c746,9dfda2b9,07d13a8f,a3c5833f,7295d80b,2005abd1,257796a3,,,233f0d38,,be7c41b4,acbaacbd,,
10000483,0,,-1,21,30,11844,287,1,14,285,,1,,31,5a9ed9b0,95e2d337,49337f7a,50674731,25c83c98,7e0ccccf,dbac90a1,6c41e35e,a73ee510,3b08e48b,d955920d,c231f97e,25b2a7b9,051219e6,003cf364,668219c0,d4bb7bd8,7b06fafe,5af15ee4,a458ea53,ded99f1e,,3a171ecb,b71d0371,2bf691b1,d31e0d71
10000484,0,,11,7,4,4320,,0,6,4,,0,,4,68fd1e64,38a947a1,8962afa9,28625509,25c83c98,7e0ccccf,22976346,0b153874,a73ee510,3b08e48b,04fa5bf2,662d25fe,f82c43c2,07d13a8f,231bbd2f,2dd4e74f,776ce399,e138f81d,,,c5cea7f6,,32c7478e,38255568,,
10000485,1,1,12,10,5,25,5,45,7,1553,1,17,1,5,5a9ed9b0,b0d4a6f6,73006735,97ceb02f,25c83c98,fbad5c96,407438c8,0b153874,a73ee510,b320e88d,755e4a50,c883f656,5978055e,32813e21,19f03519,636ac9fa,8efede7f,1e3d9f94,,,a5f11cda,,3a171ecb,732eaaee,,
10000486,1,24,2,6,20,2,5,25,33,32,1,2,,5,05db9164,287130e0,d1825ce2,84019174,25c83c98,7e0ccccf,6284da2d,361384ce,a73ee510,78cab4c1,5874c9c9,6dd83bc2,740c210d,1adce6ef,310d155b,c4cde3e8,e5ba7672,891589e7,5b885066,a458ea53,66bee02f,,bcdee96c,a39c8d13,ea9a246c,47ee0e11
10000487,0,,1,11,5,26249,273,1,6,61,,1,,5,87552397,95e2d337,0a3107e6,69040d07,4cf72387,7e0ccccf,1662de8f,0b153874,a73ee510,e8c6d5af,dd244141,c34daa06,468f0632,64c94865,7de4908b,6b9ff0bc,d4bb7bd8,701d695d,712d530c,a458ea53,9cb2c7a4,,be7c41b4,4921c033,2bf691b1,80b0aeb9
10000488,0,0,33,9,3,6212,183,2,5,5,0,1,0,3,be589b51,0b8e9caf,b6fa2375,85a4691c,25c83c98,,cd846c62,0b153874,a73ee510,3b08e48b,f03ed979,03170eeb,44af41ef,ad1cc976,1e33dfc1,46744cd4,3486227d,a7a5c186,,,3c46d316,,c3dc6cef,08b0ce98,,
10000489,1,0,0,15,10,1491,151,10,31,205,0,4,7,10,05db9164,95e2d337,0a1435c1,bdcfffba,4cf72387,7e0ccccf,468a0854,1f89b562,a73ee510,3b08e48b,a60de4e5,5a276398,605bbc24,b28479f6,c57dc31f,4da40ea2,8efede7f,e1b6ea80,21ddcdc9,5840adea,290c14f6,,32c7478e,ded4aac9,2bf691b1,bdf46dce
10000490,0,3,11,4,4,868,6,64,6,100,1,12,0,4,05db9164,1cfdf714,9d427ddf,4eadb673,4cf72387,3bf701e7,0df4df10,1f89b562,a73ee510,acccca1c,4d8549da,cf724373,51b97b8f,b28479f6,d345b1a0,6512dce6,8efede7f,e88ffc9d,b68c42d2,a458ea53,361a1080,,bcdee96c,3fdb382b,cb079c2d,49d68486
10000491,0,,-1,,0,14,92,0,0,83,,0,,0,05db9164,09e68b86,6fb84f11,74c01727,25c83c98,,3d63f4e6,0b153874,a73ee510,5aecc062,af6a4ffc,1c6608e2,2a1579a2,07d13a8f,36721ddc,bf784cf7,3486227d,5aed7436,55dd3565,5840adea,1e5dd970,,32c7478e,75aae369,e8b83407,fa1d538c
10000492,0,,13,6,5,10085,6,2,5,9,,1,,5,05db9164,38a947a1,42a04a35,7031bb66,25c83c98,6f6d9be8,1346a1ab,1f89b562,a73ee510,06965c3d,96a52b15,7127a7d6,e40f343d,b28479f6,a723edcb,51a8930b,e5ba7672,0c1cbf43,,,53cb3c2b,,32c7478e,b258af68,,
10000493,0,0,0,11,10,8812,263,5,11,783,0,4,0,10,5bfa8ab5,9819deea,7fc3b8b6,f922efad,25c83c98,7e0ccccf,8ac7c946,0b153874,a73ee510,3155f559,8e8b2ae0,b99ddbc8,f98d9f6e,b28479f6,1150f5ed,87acb535,3486227d,7e32f7a4,,,a4b7004c,,32c7478e,b34f3128,,
10000494,0,,1,14,31,11761,196,75,46,273,,6,0,31,05db9164,f3f84ffb,d032c263,c18be181,cadb6f23,fbad5c96,e7351254,0b153874,a73ee510,99afd380,9a660f03,dfbb09fb,3dffcbec,07d13a8f,dddb8950,84898b2a,8efede7f,0e128609,,,0014c32a,,423fab69,3b183c5c,,
10000495,0,0,26,,,3180,137,14,15,556,0,3,,,8cf07265,e112a9de,332bfa7b,12b193b5,25c83c98,fe6b92e5,dde8fbe1,1f89b562,a73ee510,82ab7978,4c14b9bc,d89e699e,85fcb68e,07d13a8f,21879282,15b23f84,e5ba7672,c342ea0e,,,33e08fec,,32c7478e,a0ab2ce0,,
10000496,1,3,0,1372,6,15,4,3,11,8,0,1,,4,ae82ea21,c5c1d6ae,ae9684f6,f9a7e394,25c83c98,fbad5c96,df196ec8,0b153874,a73ee510,3b08e48b,d34b988b,6937c791,722a41c8,1adce6ef,151f2153,9243b160,e5ba7672,836a67dd,21ddcdc9,5840adea,c94c0fdb,,be7c41b4,7e60320b,7a402766,6527ade9
10000497,0,2,-1,,,1415,1,136,7,161,0,10,0,,5a9ed9b0,efb7db0e,5a70ec82,8b78b687,25c83c98,fe6b92e5,18671b18,0b153874,a73ee510,f717eda0,77212bd7,23977c44,7203f04e,1adce6ef,9969f27a,aa2872ec,27c07bd6,68e9ac81,,,ae950ff3,,423fab69,75d67d71,,
10000498,1,3,328,1371,6,15,4,3,11,8,0,1,,4,05db9164,c5c1d6ae,b2de8002,f9a7e394,4cf72387,fbad5c96,df196ec8,0b153874,a73ee510,3b08e48b,d34b988b,76517c94,722a41c8,b28479f6,29a18ba0,afc96aa6,e5ba7672,836a67dd,21ddcdc9,5840adea,c0cd6339,,be7c41b4,7e60320b,7a402766,ba14bbcb
10000499,0,0,0,6,1,2913,61,4,10,35,0,1,,1,05db9164,e112a9de,4098d6ac,22504558,43b19349,13718bbd,038c3c09,5b392875,a73ee510,fa7d0797,731f1c84,90edbc51,9ded12ab,07d13a8f,eff62e32,9e0369ab,e5ba7672,b8c1a741,,,405920eb,,3a171ecb,8f079aa5,,
10000500,0,4,-1,6,1,51,1,4,2,2,1,1,,1,87552397,b80912da,b9769c83,c874c3e3,25c83c98,fe6b92e5,0adb34fd,51d76abe,a73ee510,fbbf2c95,d83c39bc,f6e5b9ef,9416a599,1adce6ef,387ececc,447c553c,e5ba7672,7119e567,1d04f4a4,a458ea53,20290c31,,32c7478e,b3540901,ce62e669,8538ac3f
10000501,0,0,0,1,,5862,395,9,2,16,0,2,0,,f0a33555,68b3edbf,ad4b77ff,d16679b9,4cf72387,fbad5c96,5392de9d,64523cfa,a73ee510,0446ed7f,f89fe102,a2f4e8b5,83e6ca2e,1adce6ef,9ebbad56,89052618,e5ba7672,cf1cde40,,,d4703ebd,,423fab69,aee52b6f,,
10000502,0,,-1,,,,,0,2,3,,0,,,05db9164,d833535f,77f2f2e5,d16679b9,4cf72387,fe6b92e5,970f01b2,1f89b562,7cc72ec2,3b08e48b,36bccca0,9f32b866,80467802,b28479f6,a733d362,31ca40b6,2005abd1,281769c2,,,dfcfc3fa,,bcdee96c,aee52b6f,,
10000503,1,,5,25,2,30941,212,34,2,24,,0,,2,05db9164,a0e12995,622d2ce8,51c64c6d,25c83c98,7e0ccccf,c519c54d,1f89b562,a73ee510,11fa841e,59cd5ae7,e9521d94,8b216f7b,b28479f6,83763c20,ab8b968d,e5ba7672,1616f155,21ddcdc9,5840adea,ee4fa92e,c9d4222a,32c7478e,d61a7d0a,9b3e8820,b29c74dc
10000504,0,45,0,37,53,131,212,45,47,53,1,1,,53,05db9164,207b2d81,239b957d,d50f8f77,25c83c98,,0c41b6a1,0b153874,a73ee510,0c70a731,4ba74619,ae9cdcd4,879fa878,07d13a8f,f3c64936,85520cc5,e5ba7672,f724634a,21ddcdc9,a458ea53,85cc3ff1,,423fab69,610a186d,001f3601,13843d40
10000505,0,3,1024,9,6,109,8,28,19,48,1,4,,8,68fd1e64,26a88120,dbab5bee,501c4bfd,43b19349,7e0ccccf,49b74ebc,1f89b562,a73ee510,0e9ead52,c4adf918,3f9cbb6d,85dbe138,b28479f6,2ebbf26a,de77f397,07c540c4,b486119d,,,b178dd37,ad3062eb,32c7478e,82b7ca7e,,
10000506,0,,0,3,9,41555,279,0,11,161,,0,,9,05db9164,0a519c5c,ad4b77ff,d16679b9,25c83c98,fe6b92e5,7a019822,0b153874,a73ee510,3b08e48b,c012107d,a2f4e8b5,c8dca410,1adce6ef,123b2f29,89052618,07c540c4,2efa89c6,,,d4703ebd,ad3062eb,be7c41b4,aee52b6f,,
10000507,0,,0,1,,40750,31,0,0,24,,0,,,05db9164,ed3ebcd1,32bd5a3c,d8f81094,25c83c98,6f6d9be8,a296768b,5b392875,a73ee510,e1a2ef0f,53dc99b0,7bd8cbc0,0c66bf77,07d13a8f,14ae7bf2,7f51fd33,e5ba7672,9cd2305d,21ddcdc9,5840adea,dd46bd19,,32c7478e,1793a828,e8b83407,cef2ef20
10000508,0,,3,200,11,982,,0,11,11,,0,,11,8a033483,4f25e98b,b393df87,c3fecae9,43b19349,fbad5c96,1f8a5e2a,0b153874,a73ee510,efea433b,eacae3ce,8d33fe00,096b841f,8ceecbc8,5525889d,0fd4fbad,e5ba7672,9e4517be,3014a4b1,5840adea,572bdde8,,32c7478e,9fa3e01a,001f3601,d9bcfc08
10000509,0,0,2,,9,3061,78,4,3,69,0,1,,9,05db9164,38a947a1,c01785de,96499402,25c83c98,fbad5c96,7f2c5a6e,0b153874,a73ee510,56376c23,d21494f8,81117453,f47f13e4,64c94865,44773e40,9ac09eee,d4bb7bd8,7955b5c7,,,88a7ee5c,,32c7478e,8c6800d6,,
10000510,1,1,1,4,3,378,12,27,28,765,1,14,,10,05db9164,89ddfee8,8411af70,2201c6a5,25c83c98,fbad5c96,a097ff18,0b153874,a73ee510,b5f7cd48,3407cf7b,71322398,f0fe287d,051219e6,d5223973,35cb8a21,3486227d,5bb2ec8e,21ddcdc9,a458ea53,262b3f59,,3a171ecb,2a81a5b7,f0f449dd,20ee8133
10000511,0,,2,14,24,2142,28,9,25,26,,3,0,24,5a9ed9b0,8ab240be,e159e1de,7967fcf5,43b19349,fe6b92e5,3d2d40a8,0b153874,a73ee510,3f07fd24,a4e98865,8a48eb95,e3543236,07d13a8f,e7dd0bfc,91a6eec5,e5ba7672,ca533012,21ddcdc9,5840adea,a97b62ca,,55dd3565,727a7cc7,445bbe3b,6935065e
10000512,0,,21,20,15,24511,75,12,44,62,,1,,15,05db9164,942f9a8d,72d3eff3,a57ad9c3,f281d2a7,7e0ccccf,3f4ec687,1f89b562,a73ee510,726f00fd,c4adf918,ebd2d41b,85dbe138,b28479f6,ac182643,46f60353,8efede7f,1f868fdd,1d04f4a4,b1252a9d,6cc2d756,ad3062eb,32c7478e,9af06ad9,9d93af03,cdfe5ab7
10000513,0,,0,39,15,4402,79,38,15,505,,5,,16,68fd1e64,58e67aaf,7c6a304b,cc8f8873,25c83c98,7e0ccccf,216a1127,062b5529,a73ee510,f9794dc6,c389b738,e2b7dcb4,d7ccab4e,b28479f6,62eca3c0,9cfb0b4e,e5ba7672,c21c3e4c,d0289910,b1252a9d,413e6f0b,,3a171ecb,3a076b66,9b3e8820,1aa2e416
10000514,0,0,159,8,10,5784,39,6,10,38,0,1,,10,be589b51,08c2f5df,dde182a0,de1dc0c1,4cf72387,fbad5c96,928efe34,6c41e35e,a73ee510,5ba575e7,938fe91f,7a27d4e1,f948ca5d,32813e21,102957f2,84534f54,e5ba7672,29b0e3e5,,,2b81e06c,ad3062eb,3a171ecb,2f647dfe,,
10000515,0,,2,14,,37566,160,1,0,158,,0,,,68fd1e64,6887a43c,9b792af9,9c6d05a0,25c83c98,6f6d9be8,24349845,0b153874,a73ee510,3b08e48b,0b28362c,6532318c,dd40f08c,8ceecbc8,4e06592a,2c9d222f,07c540c4,8f0f692f,21ddcdc9,b1252a9d,cc6a9262,8ec974f4,32c7478e,a5862ce8,e8b83407,c8816bd2
10000516,1,3,65,2,1,175,1,5,10,24,2,3,,1,87552397,403ea497,2cbec47f,3e2bfbda,25c83c98,fbad5c96,f970e59a,1f89b562,a73ee510,d8881c14,5adcba72,21a23bfe,5b6ee19d,07d13a8f,e3209fc2,587267a3,e5ba7672,a78bd508,21ddcdc9,5840adea,c2a93b37,,32c7478e,1793a828,e8b83407,2fede552
10000517,0,7,-1,,,394,11,125,11,178,1,12,0,,68fd1e64,80e26c9b,2e855da7,c446f801,25c83c98,7e0ccccf,172f0631,0b153874,a73ee510,0f4a45d3,1314bfd8,1b312abb,1e8bfb9a,07d13a8f,f3635baf,48ff5919,3486227d,f54016b9,21ddcdc9,b1252a9d,1cedb306,,32c7478e,93a075b7,e8b83407,4271e99f
10000518,0,,1,1,4,14577,,0,15,430,,0,,4,05db9164,0a519c5c,b00d1501,d16679b9,25c83c98,fbad5c96,ca4fd8f8,0b153874,a73ee510,3b08e48b,a0060bca,e0d76380,22d23aac,b28479f6,b760dcb7,1203a270,776ce399,2efa89c6,,,73d06dde,,32c7478e,aee52b6f,,
10000519,0,,1,100,5,18767,372,2,5,28,,1,,5,05db9164,58e67aaf,28891684,d9638d09,25c83c98,7e0ccccf,5a91237e,0b153874,a73ee510,7ef432eb,59cd5ae7,7ca6db28,8b216f7b,07d13a8f,10935a85,2bae09ce,07c540c4,c21c3e4c,55dd3565,b1252a9d,47e8548b,,32c7478e,3fdb382b,9b3e8820,49d68486
10000520,0,0,9,10,12,1484,44,4,47,108,0,1,,12,05db9164,39dfaa0d,ae06bf90,b125f81c,25c83c98,,484f647e,0b153874,a73ee510,3b08e48b,3ad41aaa,c15e7f3e,4ca13ee8,1adce6ef,a9a633a3,98334731,e5ba7672,75edcf1f,21ddcdc9,5840adea,845453b6,,bcdee96c,ce327ac7,f5b6afe5,09dd415c
10000521,0,,0,1,,8694,61,1,1,34,,1,,,05db9164,09e68b86,46070ce6,17615fcd,25c83c98,fbad5c96,f14f1abf,0b153874,a73ee510,d7c62471,7b5deffb,d0744e21,269889be,f862f261,1dca7862,7149576b,d4bb7bd8,5aed7436,1d1eb838,a458ea53,ef4a560c,,32c7478e,f556f019,724b04da,fe7d4d4a
10000522,0,,1,2,51,1474,,0,49,106,,0,,51,68fd1e64,0a519c5c,02cf9876,c18be181,25c83c98,7e0ccccf,0a7b8169,f504a6f4,a73ee510,3b08e48b,9e271da4,8fe001f4,fb0920f2,07d13a8f,6dc710ed,36103458,776ce399,3412118d,,,e587c466,,be7c41b4,3b183c5c,,
10000523,0,2,231,,9,149,174,8,16,148,1,4,,14,68fd1e64,d833535f,ad4b77ff,d16679b9,25c83c98,7e0ccccf,56fb669f,0b153874,a73ee510,2ba4033c,7252cfd2,a2f4e8b5,ccb9cc75,cfef1c29,7e1a4d8a,89052618,e5ba7672,281769c2,,,d4703ebd,,dbb486d7,aee52b6f,,
10000524,0,1,5,90,21,283,32,1,33,32,1,1,,21,5a9ed9b0,1cfdf714,5ed62c6f,aa22b40a,25c83c98,,7195046d,0b153874,a73ee510,4d0f5c58,4d8549da,dfc997bf,51b97b8f,051219e6,af56328b,67ea2080,d4bb7bd8,e88ffc9d,5af15ee4,b1252a9d,0d9e275d,,3a171ecb,2e9ea9e3,cb079c2d,3bd3ec02
10000525,1,,204,47,10,100,,0,46,46,,0,,46,68fd1e64,38a947a1,42a04a35,7031bb66,4cf72387,6f6d9be8,5f1727f9,0b153874,a73ee510,0506bfd4,c6c91669,7127a7d6,b8a76289,b28479f6,a723edcb,51a8930b,1e88c74f,0c1cbf43,,,53cb3c2b,,32c7478e,b258af68,,
10000526,0,,173,7,12,3133,40,27,29,202,,9,,12,8cf07265,3f0d3f28,8216348d,e5320740,4cf72387,fbad5c96,ad3508b1,0b153874,a73ee510,28bd0575,ad757a5a,3901fbe6,93b18cb5,1adce6ef,14108df6,16b7b16b,e5ba7672,88416823,,,d0aa7035,,423fab69,e5fca70a,,
10000527,0,0,1,33,14,1765,215,17,18,102,0,2,0,14,f473b8dc,80e26c9b,74e1a23a,9a6888fb,25c83c98,7e0ccccf,26a81064,5b392875,a73ee510,3db7e40d,9e511730,fb8fab62,04e4a7e0,b28479f6,4c1df281,c6b1e1b2,e5ba7672,f54016b9,21ddcdc9,5840adea,99c09e97,,3a171ecb,335a6a1e,e8b83407,8d8eb391
10000528,1,,99,4,10,480,,0,21,21,,0,,10,8cf07265,38a947a1,4470baf4,8c8a4c47,25c83c98,fbad5c96,7fafef37,062b5529,a73ee510,5ba575e7,447a6784,bb669e25,9be66b48,b28479f6,d493d6b4,2b2ce127,1e88c74f,b133fcd4,,,2b796e4a,,3a171ecb,8d365d3b,,
10000529,0,,-1,,,10507,33,8,3,59,,1,,,68fd1e64,30416b0f,47a36a52,9a9e28f2,43b19349,6f6d9be8,95c3fea9,1f89b562,a73ee510,972359d0,b9ec9192,3eb05391,df5886ca,07d13a8f,32dc4810,7fc9a61c,e5ba7672,d19de31c,,,6c6bff91,8ec974f4,32c7478e,468af5eb,,
10000530,0,1,614,,4,33,4,1,0,4,1,1,,3,05db9164,f9875f50,4d17d5a5,0d0ae4e6,4cf72387,7e0ccccf,d5527617,51d76abe,a73ee510,3b08e48b,7466b255,ce22c103,f4c487c1,1adce6ef,9bd565d9,2f4eadf6,d4bb7bd8,43a9e4b1,21ddcdc9,a458ea53,71d95e90,,32c7478e,d982520c,e8b83407,7c5de8f0
10000531,0,0,0,153,,1146,39,64,0,308,0,4,0,,05db9164,80e26c9b,d822fd07,169ffff5,4cf72387,7e0ccccf,d96ae1f7,0b153874,a73ee510,5fcee6b1,9625b211,b853b799,dccbd94b,07d13a8f,02319a52,5151f2ca,27c07bd6,1f9656b8,21ddcdc9,a458ea53,38483e30,ad3062eb,32c7478e,1793a828,e8b83407,70b6702c
10000532,0,0,67,3,12,1470,52,14,6,72,0,1,0,12,5a9ed9b0,421b43cd,c9c2ec4d,29998ed1,25c83c98,fe6b92e5,7076d935,0b153874,a73ee510,d9dcf453,ceb943bc,6aaba33c,6726c9f7,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
10000533,0,,64,37,20,2930,124,20,33,349,,6,,31,68fd1e64,39dfaa0d,a68cd463,d06c7ad4,bf9f7f48,7e0ccccf,436fc57e,0b153874,a73ee510,3b08e48b,13d4586f,778211cd,1cf9c8dd,b28479f6,2223bbe1,30e13fee,8efede7f,df4fffb7,21ddcdc9,5840adea,a8996214,,3a171ecb,7f84dde8,010f6491,4e7af834
10000534,0,0,12,490,0,3513,95,17,2,4,0,2,,2,05db9164,287130e0,ee70f1a8,89755d05,25c83c98,7e0ccccf,1d42f25b,0b153874,a73ee510,890f4c13,46759dcb,49660f92,6cb5243a,07d13a8f,10040656,59d830f6,e5ba7672,891589e7,b8868b4a,a458ea53,c38d5b74,,423fab69,d9d34c25,cb079c2d,51ef6654
10000535,1,,1290,7,4,13020,,0,7,770,,0,,10,5a9ed9b0,38a947a1,,,25c83c98,,3608c781,37e4aa92,a73ee510,4b4670a5,efb18b6a,,24d85889,07d13a8f,d1320b47,,1e88c74f,87c9f30d,,,,,32c7478e,,,
10000536,0,6,3472,3,,1339,96,83,36,450,0,17,0,,68fd1e64,38a947a1,bdec0e5d,3e899880,25c83c98,7e0ccccf,628489a8,062b5529,a73ee510,3155f559,8e8b2ae0,b2526fea,f98d9f6e,cfef1c29,18dc3782,5085ea22,1e88c74f,47ecd034,,,1718ad45,,423fab69,afe9396a,,
10000537,0,0,0,,4,3311,127,25,16,509,0,7,,4,68fd1e64,ae46a29d,50fcec91,f922efad,25c83c98,fbad5c96,6aa33a0e,322e63df,a73ee510,8bdf9bc6,76030d37,66a76a26,b8065f15,1adce6ef,c94a9d2c,01adbab4,e5ba7672,ab194a92,,,21c9516a,,32c7478e,b34f3128,,
10000538,0,,31,10,1,22423,2186,5,2,636,,2,,2,5a9ed9b0,298d0556,02cf9876,c18be181,43b19349,7e0ccccf,15da22d0,1f89b562,a73ee510,17a0cc50,d7129972,8fe001f4,c0c5f46b,b28479f6,48a5d003,36103458,07c540c4,a8f42b59,,,e587c466,,32c7478e,3b183c5c,,
10000539,0,,1,2,,468,,0,4,2,,0,,,5a9ed9b0,8084ee93,02cf9876,c18be181,0942e0a7,fbad5c96,404415c2,0b153874,a73ee510,c7af51a6,ff694829,8fe001f4,f7ad89e1,b28479f6,b2ff8c6b,36103458,1e88c74f,52e44668,,,e587c466,,bcdee96c,3b183c5c,,
10000540,0,,2,,10,7534,12,18,3,42,,3,0,11,68fd1e64,c8687797,b8bdb8e9,16fe249c,25c83c98,7e0ccccf,274b6720,66f29b89,a73ee510,34ae4e8c,2872a4bd,fa3a783e,f8320f48,07d13a8f,5db1ef75,0302196d,e5ba7672,a7e06874,21ddcdc9,a458ea53,7a9b9b6c,,32c7478e,1793a828,010f6491,d25a68df
10000541,0,,0,,,75496,87,0,0,27,,0,,,8cf07265,942f9a8d,0f0c61de,4e1252a7,25c83c98,fbad5c96,d9aa9d97,0b153874,7cc72ec2,0e9ead52,c4adf918,e412a543,85dbe138,b28479f6,ac182643,9107782b,776ce399,1f868fdd,21ddcdc9,a458ea53,ab6dd1f9,,32c7478e,3fdb382b,e8b83407,9d9b0d7b
10000542,1,0,18,12,14,5700,35,6,14,101,0,2,,14,05db9164,0b8e9caf,9c09025f,465f621b,43b19349,7e0ccccf,d130ce5a,0b153874,a73ee510,3b08e48b,9ddfe8c7,70441a9a,028f45bf,07d13a8f,1a015fe7,a2fef1bb,e5ba7672,ca6a63cf,,,d130ca29,,3a171ecb,08b0ce98,,
10000543,0,,0,17,24,6053,,0,32,44,,0,,24,68fd1e64,f988e09a,d379567b,492cb7bc,25c83c98,7e0ccccf,c8b9d4a6,5b392875,a73ee510,3b08e48b,7397d690,c780a667,253a4ca5,07d13a8f,4622e3e7,0b890144,776ce399,05c7f49f,21ddcdc9,b1252a9d,74cd2709,ad3062eb,423fab69,6683fda4,b9266ff0,6ddc02f9
10000544,0,,1,9,,4674,13,3,0,4,,1,,,8c6ba407,8cc9c66e,8d6c46c6,723f05bd,4cf72387,7e0ccccf,0b0a1a1b,0b153874,a73ee510,5f50c86b,b8deab54,ca905077,efbb2435,07d13a8f,2b8f96c1,3e9d3241,1e88c74f,a6f5dd38,21ddcdc9,b1252a9d,8113d0c8,,32c7478e,fd926e96,2bf691b1,e48b5d22
10000545,0,2,0,30,5,14,3,2,5,5,1,1,,3,05db9164,09e68b86,9c9a7e00,0238f4cd,4cf72387,7e0ccccf,a01a8ffd,0b153874,a73ee510,2124a520,319687c9,2038e685,62036f49,b28479f6,52baadf5,9b02ea07,07c540c4,5aed7436,083e89d9,a458ea53,2e8eaee1,,3a171ecb,34e282c8,3a6f6b59,3607dab8
10000546,0,,18,,,,,,0,,,,,,be589b51,90081f33,fd22e418,36375a46,25c83c98,7e0ccccf,d356c7e6,0b153874,7cc72ec2,3b08e48b,727af3e2,fb991bf5,49fe3d4e,b28479f6,13f8263b,d1a4e968,2005abd1,c191a3ff,,,9fb07dd2,,be7c41b4,359dd977,,
10000547,0,,0,1,,75496,87,0,0,27,,0,,,05db9164,942f9a8d,0f0c61de,4e1252a7,25c83c98,fbad5c96,d9aa9d97,37e4aa92,7cc72ec2,0e9ead52,c4adf918,e412a543,85dbe138,1adce6ef,ae97ecc3,9107782b,776ce399,1f868fdd,21ddcdc9,a458ea53,ab6dd1f9,,32c7478e,3fdb382b,e8b83407,9d9b0d7b
10000548,0,0,71,1,7,2905,45,3,7,28,0,1,,7,05db9164,78ccd99e,5ae3dbc4,fb250d63,25c83c98,,39a57971,0b153874,a73ee510,3b08e48b,9099c04e,01cd3525,de7b14a2,051219e6,9917ad07,43f5574b,e5ba7672,e7e991cb,40881e27,a458ea53,57f05360,,32c7478e,6c49edc4,ea9a246c,8187f278
10000549,0,7,1,,0,149,27,12,0,0,2,3,0,0,68fd1e64,38a947a1,8283b644,09e15c8c,43b19349,7e0ccccf,c32eaa9e,0b153874,a73ee510,25ddaad7,5491e76f,1e0701eb,4d8e7d98,1adce6ef,d8b31d91,a7d129f2,27c07bd6,75b10451,,,5498276f,,423fab69,26c46663,,
